gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21523,365243,1,0,1,0,,2.0,-1.0,1.0
F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0,-48.0,0.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-1203,1,0,0,0,Managers,2.0,-23.0,0.0
F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,1.0,-20.0,2.0
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280,365243,1,0,0,0,,1.0,-9.0,2.0
F,Y,Y,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21152,-397,1,0,0,0,Managers,2.0,-21.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18435,-2175,1,0,1,0,Sales staff,2.0,-10.0,2.0
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10796,-990,1,1,0,1,,2.0,-11.0,2.0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,-36.0,2.0
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-20921,-113,1,0,0,0,Sales staff,2.0,-3.0,0.0
F,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-498,1,0,0,0,Managers,2.0,-31.0,2.0
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16393,-2959,1,1,1,0,Accountants,2.0,-40.0,1.0
M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532,-4917,1,0,0,0,Managers,3.0,-30.0,2.0
F,Y,Y,3,405000.0,Working,Secondary / secondary special,Married,House / apartment,-13886,-4003,1,0,0,0,Accountants,5.0,-22.0,2.0
F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778,365243,1,0,1,0,,1.0,-16.0,2.0
F,N,Y,1,139500.0,Pensioner,Lower secondary,Married,House / apartment,-21735,365243,1,0,0,0,,3.0,-3.0,1.0
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,4.0,-28.0,2.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-30.0,1.0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-4.0,2.0
F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4.0,-19.0,2.0
M,Y,N,1,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16310,-1401,1,0,0,0,Drivers,3.0,-52.0,2.0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-12522,-613,1,1,0,0,Laborers,1.0,-16.0,1.0
F,Y,N,0,81000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17493,-2347,1,1,0,0,,2.0,-19.0,2.0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17840,-1993,1,0,1,1,High skill tech staff,2.0,-24.0,2.0
M,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-15108,-211,1,1,1,0,Drivers,2.0,-52.0,2.0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,-22295,365243,1,0,0,0,,2.0,-17.0,1.0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974,-230,1,0,1,0,Laborers,2.0,-9.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23015,365243,1,0,0,0,,2.0,-15.0,2.0
M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,Managers,1.0,-9.0,2.0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-39.0,2.0
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0,-31.0,2.0
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-12013,-3973,1,1,0,0,Accountants,2.0,-7.0,2.0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-14434,-3680,1,0,1,0,Secretaries,2.0,-25.0,0.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18873,-12169,1,1,1,1,Laborers,2.0,-11.0,2.0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686,-1256,1,0,0,0,Cooking staff,2.0,-2.0,1.0
F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,Managers,2.0,-11.0,2.0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-9948,-704,1,0,0,0,Accountants,2.0,-44.0,0.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11226,-2236,1,0,0,0,Drivers,2.0,-35.0,1.0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992,-734,1,1,1,0,Drivers,2.0,-11.0,1.0
F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-377,1,1,1,0,Private service staff,1.0,-50.0,2.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10368,-1259,1,1,0,0,High skill tech staff,2.0,-30.0,2.0
F,N,Y,2,90000.0,Working,Higher education,Married,House / apartment,-12496,-597,1,0,0,0,,4.0,-51.0,1.0
F,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3.0,-8.0,1.0
M,Y,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-18543,-1353,1,0,0,0,,2.0,-11.0,2.0
F,N,Y,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-21480,-4660,1,1,0,0,,2.0,-29.0,2.0
F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18140,-4119,1,0,0,0,Laborers,3.0,-36.0,2.0
F,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-15653,-2235,1,1,0,0,Laborers,2.0,-14.0,2.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-13635,-349,1,1,1,0,,1.0,-20.0,2.0
F,Y,Y,2,112500.0,Working,Higher education,Married,House / apartment,-14133,-2695,1,0,0,0,High skill tech staff,4.0,-20.0,2.0
F,N,N,0,134419.5,Commercial associate,Higher education,Single / not married,House / apartment,-10339,-393,1,1,0,0,,1.0,-40.0,2.0
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10629,-2969,1,0,0,1,High skill tech staff,1.0,-25.0,2.0
M,Y,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,1,0,0,0,High skill tech staff,3.0,-19.0,2.0
M,N,Y,0,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,2.0,-18.0,2.0
M,Y,Y,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-21886,-3649,1,0,0,0,Managers,2.0,-51.0,2.0
F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20967,365243,1,0,1,0,,1.0,-44.0,2.0
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-1048,1,1,1,0,Accountants,2.0,-12.0,1.0
F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998,-1497,1,0,0,0,Managers,1.0,-32.0,2.0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046,-671,1,0,0,0,,2.0,-51.0,0.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1.0,-8.0,1.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19452,-1218,1,1,0,0,Sales staff,2.0,-18.0,1.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-2334,1,1,0,0,,1.0,-8.0,1.0
F,N,N,0,67500.0,Commercial associate,Higher education,Married,House / apartment,-11113,-410,1,0,0,0,Sales staff,2.0,-44.0,2.0
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21720,365243,1,0,1,0,,2.0,-3.0,1.0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11177,-4205,1,0,0,0,Laborers,3.0,-33.0,2.0
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,-22.0,0.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16458,-9581,1,0,0,0,Laborers,1.0,-44.0,2.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-18234,-2965,1,1,1,0,Core staff,2.0,-10.0,2.0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20064,-3360,1,1,1,0,Sales staff,2.0,-24.0,2.0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18806,-319,1,0,0,0,Sales staff,1.0,-40.0,1.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1.0,-17.0,1.0
M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,Managers,3.0,-23.0,2.0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16115,-985,1,0,0,0,Sales staff,2.0,-6.0,2.0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,,4.0,-57.0,2.0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-22041,-1524,1,1,1,0,Accountants,2.0,-56.0,2.0
F,N,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15812,-658,1,0,1,0,Sales staff,4.0,-20.0,2.0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19046,-5618,1,0,0,0,Laborers,1.0,-6.0,2.0
M,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-12607,-2177,1,0,0,0,High skill tech staff,3.0,-8.0,0.0
F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,Managers,1.0,-2.0,1.0
M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9649,-140,1,0,0,0,Managers,2.0,-18.0,0.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15922,-2086,1,0,0,0,Sales staff,2.0,-43.0,2.0
M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768,-3088,1,1,0,0,Laborers,4.0,-37.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12917,-1766,1,1,0,0,Sales staff,2.0,-47.0,2.0
M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-11838,-798,1,0,0,0,Managers,4.0,-54.0,2.0
M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11383,-777,1,1,0,0,,3.0,-35.0,2.0
F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-22101,-15038,1,0,1,0,,1.0,-39.0,2.0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,1,0,1,0,Sales staff,1.0,-17.0,2.0
F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249,-1661,1,1,1,0,,2.0,-18.0,2.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21369,365243,1,0,1,0,,2.0,-55.0,2.0
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,365243,1,0,0,0,,2.0,-20.0,1.0
F,Y,N,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-16830,-3458,1,0,0,0,,2.0,-51.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,-33.0,2.0
F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-13589,-200,1,0,0,1,Accountants,2.0,-32.0,1.0
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300,-3668,1,0,1,0,,5.0,-56.0,1.0
M,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21649,-3000,1,1,1,0,Drivers,2.0,-52.0,2.0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16032,-1221,1,0,0,0,Drivers,4.0,-3.0,0.0
F,Y,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-15062,-2014,1,1,0,0,,3.0,0.0,0.0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,-3.0,1.0
F,N,Y,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19826,-2888,1,0,0,1,High skill tech staff,1.0,-24.0,2.0
M,Y,Y,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-1720,1,0,1,1,High skill tech staff,2.0,-44.0,2.0
M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18418,-3383,1,1,1,0,Laborers,1.0,-26.0,2.0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-8319,-689,1,1,0,0,,2.0,-10.0,2.0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,1,0,0,Security staff,3.0,-35.0,1.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1.0,-28.0,1.0
F,N,Y,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-9448,-355,1,0,0,0,Laborers,3.0,-31.0,0.0
F,N,Y,0,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12369,-1432,1,1,1,0,Managers,2.0,-60.0,2.0
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082,-4979,1,0,0,0,Sales staff,2.0,-54.0,1.0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18258,-628,1,1,1,0,Laborers,1.0,-46.0,2.0
M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-14082,-1800,1,0,0,0,Managers,3.0,-39.0,2.0
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,1,0,0,0,Accountants,1.0,-26.0,2.0
F,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13446,-2720,1,0,0,0,Sales staff,4.0,-31.0,2.0
F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-15151,-1162,1,0,0,0,Core staff,3.0,-2.0,1.0
M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16497,-1190,1,0,1,0,Managers,3.0,-25.0,0.0
M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16244,-8206,1,0,0,0,Core staff,2.0,-17.0,0.0
M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23563,365243,1,0,1,0,,2.0,-53.0,2.0
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2.0,-41.0,2.0
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19685,365243,1,0,0,0,,2.0,-29.0,1.0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16593,-1831,1,0,0,0,Sales staff,2.0,-12.0,2.0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16605,-1359,1,0,0,1,Sales staff,2.0,-55.0,2.0
F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20493,-7624,1,1,1,0,Managers,2.0,-28.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1.0,-5.0,1.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21056,365243,1,0,1,0,,1.0,-51.0,2.0
F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,2.0,-44.0,2.0
M,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-12394,-381,1,0,0,0,Laborers,2.0,-18.0,2.0
F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937,-3054,1,0,0,0,Medicine staff,1.0,-29.0,1.0
M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,4.0,-40.0,2.0
F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23310,365243,1,0,0,0,,1.0,-7.0,2.0
M,Y,N,2,225000.0,Working,Higher education,Married,House / apartment,-10241,-743,1,0,0,0,,4.0,-15.0,2.0
M,Y,N,0,67500.0,Pensioner,Lower secondary,Married,House / apartment,-24500,365243,1,0,0,0,,2.0,-45.0,1.0
F,Y,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11909,-3553,1,0,0,1,,3.0,-57.0,2.0
M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-11654,-2818,1,0,0,0,Laborers,2.0,-9.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-22823,-1017,1,0,1,0,,2.0,-52.0,2.0
M,Y,Y,0,90000.0,Working,Incomplete higher,Married,House / apartment,-18992,-3243,1,0,1,0,Drivers,2.0,-2.0,0.0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2.0,-20.0,1.0
F,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-16391,-1601,1,0,0,0,Security staff,2.0,-8.0,2.0
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2.0,-6.0,2.0
M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,-43.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15920,-6861,1,1,1,0,Core staff,2.0,-51.0,2.0
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-4673,1,0,0,0,,3.0,-24.0,2.0
F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-15915,-785,1,1,1,0,Sales staff,3.0,-11.0,1.0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13926,-500,1,0,0,0,Sales staff,2.0,-8.0,2.0
F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0,-34.0,2.0
M,Y,Y,2,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13059,-4813,1,0,0,0,Laborers,4.0,-60.0,2.0
F,Y,Y,0,742500.0,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,1.0,-14.0,2.0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3.0,-6.0,1.0
F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,1,0,0,0,Core staff,1.0,-2.0,1.0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,Sales staff,2.0,-47.0,2.0
F,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-498,1,0,0,0,Managers,2.0,-31.0,2.0
M,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21031,365243,1,0,0,0,,2.0,-19.0,2.0
F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15174,-70,1,1,1,1,Sales staff,3.0,-11.0,2.0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15491,-504,1,0,0,0,Laborers,2.0,-17.0,2.0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,2.0,-3.0,1.0
M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,1,0,0,0,Managers,3.0,-6.0,0.0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18719,-1473,1,1,1,0,Laborers,3.0,-52.0,2.0
F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-11461,-1204,1,1,1,0,Cleaning staff,3.0,-10.0,0.0
F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,-10969,-3485,1,0,0,1,High skill tech staff,3.0,-5.0,1.0
F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0,-50.0,2.0
F,N,Y,0,40500.0,Pensioner,Lower secondary,Married,House / apartment,-23933,365243,1,0,0,0,,2.0,-9.0,1.0
M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,-24312,365243,1,0,0,0,,2.0,-11.0,1.0
M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,1,0,0,0,Laborers,2.0,-29.0,2.0
